Aspect_Ratio,BNC,Brightness,Built-in_Speakers,Component,Contrast_Ratio,Curved,Curved_Screen,DVI,DVI-D_Dual-Link,DVI-I_Dual-Link,Display_Colors,DisplayPort,HDMI,IPS,Kind,LED,Link,Manufacturer,Mini-Display_Port,Model,Name,Part_#,Prices,Pricing,Recommended_Resolution,Refresh_Rate,Response_Time,S-Video,Screen_Size,Supports_Freesync,Supports_G-Sync,VGA,Viewing_Angle,Widescreen,screen_size,response,avg,refresh,screen_res,screen_area,screen_dims,screen_x,screen_y,price_per_sq_in
16:9,,300.0,Yes,,"1,000:1",,,,,,1070000000,1,1,Yes,Monitor,Yes,/product/TzfmP6/asus-monitor-pg27aq,Asus,,,"Asus PG27AQ 27.0"" 3840x2160 60Hz Monitor",PG27AQ<br/>(or) 90LM01F0-B01370,"[812.99, 879.99, 879.99, 879.99, 949.07]","{u'amazon': 879.99, u'newegg': 879.99, u'neweggmkt': 949.07, u'jet': 812.99, u'bhphotovideo': 879.99}",3840 x 2160,60Hz,4 ms,,27,,Yes,,178° H x 178° V,Yes,27.0,4.0,880.406,60.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,2.82633003734
5:4,,250.0,No,,"DC 50,000:1 (1,000:1)",,,1,,,16700000,,,No,Monitor,No,/product/2tDwrH/samsung-monitor-b1740r,Samsung,,,"Samsung B1740R 17.0"" 1280x1024 Monitor",B1740R,[],{},1280 x 1024,,5 ms,,17,,,1,170° H x 160° V,No,17.0,5.0,0.0,0.0,"(5.0, 4.0)",140.975609756,"[13.2747697605, 10.6198158084]",13.2747697605,10.6198158084,0.0
16:10,,300.0,No,,"DC 70,000:1 (1,000:1)",,,1,,,16700000,,,No,Monitor,No,/product/TXw323/samsung-monitor-b2240w,Samsung,,,"Samsung B2240W 22.0"" 1680x1050 Monitor",B2240W,[],{},1680 x 1050,,5 ms,,22,,,1,,Yes,22.0,5.0,0.0,0.0,"(16.0, 10.0)",217.528089888,"[18.6559626881, 11.6599766801]",18.6559626881,11.6599766801,0.0
5:4,,250.0,Yes,,ACM 20000:1(1000:1),,,,,,16700000,,,No,Monitor,No,/product/4KtCmG/acer-monitor-etbv3rpd04,Acer,,V173DJbm,"Acer V173DJbm 17.0"" 1280x1024 Monitor",ET.BV3RP.D04,[],{},1280 x 1024,,5 ms,,17,,,1,160° H x 160° V,No,17.0,5.0,0.0,0.0,"(5.0, 4.0)",140.975609756,"[13.2747697605, 10.6198158084]",13.2747697605,10.6198158084,0.0
5:4,,250.0,Yes,,"X-Contrast 40,000,000:1 (1000:1)",,,1,,,16700000,,,No,Monitor,Yes,/product/tFvRsY/hannspree-monitor-hx193dpb,Hannspree,,,"Hannspree HX193DPB 19.0"" 1280x1024 Monitor",HX193DPB,[],{},1280 x 1024,,5 ms,,19,,,1,170° H x 160° V,No,19.0,5.0,0.0,0.0,"(5.0, 4.0)",176.097560976,"[14.8365073794, 11.8692059035]",14.8365073794,11.8692059035,0.0
16:10,,250.0,No,,ACM 50000:1(1000:1),,,1,,,16700000,,,No,Monitor,No,/product/D6W9TW/acer-monitor-etev3wpe03,Acer,,V223WEJbd,"Acer V223WEJbd 22.0"" 1680x1050 Monitor",ET.EV3WP.E03,[],{},1680 x 1050,,5 ms,,22,,,1,170° H x 160° V,Yes,22.0,5.0,0.0,0.0,"(16.0, 10.0)",217.528089888,"[18.6559626881, 11.6599766801]",18.6559626881,11.6599766801,0.0
16:9,,250.0,No,,"DCR 1,000,000:1 (1,000:1)",,,,,,16700000,,1,No,Monitor,Yes,/product/cdh9TW/samsung-monitor-s24a350h,Samsung,,,"Samsung S24A350H 24.0"" 1920x1080 Monitor",S24A350H,[],{},1920 x 1080,,2 ms,,24,,,1,170° H x 160° V,Yes,24.0,2.0,0.0,0.0,"(16.0, 9.0)",246.12462908,"[20.917812891, 11.7662697512]",20.917812891,11.7662697512,0.0
16:9,,250.0,No,,"DCR 1,000,000:1 (1,000:1)",,,,,,16700000,,1,No,Monitor,Yes,/product/yw4gXL/samsung-monitor-s22a350h,Samsung,,,"Samsung S22A350H 21.5"" 1920x1080 Monitor",S22A350H,[],{},1920 x 1080,,2 ms,,21.5,,,1,170° H x 160° V,Yes,21.5,2.0,0.0,0.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.0
16:9,,300.0,Yes,,ACM 80000:1(1000:1),,,1,,,16700000,,,No,Monitor,No,/product/P2sKHx/acer-monitor-etvv3hpa02,Acer,,V233HAJbmd,"Acer V233HAJbmd 23.0"" 1920x1080 Monitor",ET.VV3HP.A02,[],{},1920 x 1080,,5 ms,,23,,,1,160° H x 160° V,Yes,23.0,5.0,0.0,0.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.0
5:4,,250.0,No,,1000:1,,,1,,,,,,No,Monitor,No,/product/QFDwrH/hp-monitor-em890a8aba,HP,,LA1951G,"HP LA1951G 19.0"" 1280x1024 Monitor",EM890A8#ABA,[],{},1280 x 1024,,5 ms,,19,,,1,160° H x 160° V,No,19.0,5.0,0.0,0.0,"(5.0, 4.0)",176.097560976,"[14.8365073794, 11.8692059035]",14.8365073794,11.8692059035,0.0
5:4,,250.0,No,,800:1,,,1,,,16700000,,,No,Monitor,No,/product/3VvRsY/dell-monitor-4647115,Dell,,P190S,"Dell P190S 19.0"" 1280x1024 60Hz Monitor",464-7115,[179.89],{u'amazon': 179.89},1280 x 1024,60Hz,5 ms,,19,,,1,170° H x 160° V,No,19.0,5.0,179.89,60.0,"(5.0, 4.0)",176.097560976,"[14.8365073794, 11.8692059035]",14.8365073794,11.8692059035,1.02153601108
16:9,,300.0,No,,50000000:1 (ASCR),,,1,,,16700000,,1,No,Monitor,Yes,/product/LJrG3C/asus-monitor-vs247hp,Asus,,,"Asus VS247H-P 23.6"" 1920x1080 Monitor",VS247H-P,"[109.99, 109.99, 133.99, 136.99, 136.99, 159.89, 139.99, 153.47, 154.99]","{u'jet': 153.47, u'ncixus': 154.99, u'bestbuy': 136.99, u'superbiiz': 133.99, u'bhphotovideo': 136.99, u'outletpc': 159.89, u'amazon': 109.99, u'newegg': 109.99, u'pcmall': 139.99}",1920 x 1080,,2 ms,,23.6,,,1,170° H x 160° V,Yes,23.6,2.0,137.365555556,0.0,"(16.0, 9.0)",237.98884273,"[20.5691826761, 11.5701652553]",20.5691826761,11.5701652553,0.577193258221
16:9,,250.0,No,,1000:1,,,1,,,16700000,,,No,Monitor,Yes,/product/9hzv6h/dell-monitor-4690053,Dell,,E2211H,"Dell E2211H 21.5"" 1920x1080 Monitor",469-0053,[],{},1920 x 1080,,5 ms,,21.5,,,1,170° H x 160° V,Yes,21.5,5.0,0.0,0.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.0
16:9,,250.0,No,,1000:1,,,,,,16700000,,,No,Monitor,No,/product/kCR48d/dell-monitor-4641708,Dell,,E1910H,"Dell E1910H 18.5"" 1360x768 Monitor",464-1708,[],{},1360 x 768,,5 ms,,18.5,,,1,160° H x 160° V,Yes,18.5,5.0,0.0,0.0,"(16.0, 9.0)",146.243323442,"[16.1241474368, 9.0698329332]",16.1241474368,9.0698329332,0.0
16:10,,250.0,No,,1000:1,,,,,,,,,No,Monitor,No,/product/Yyn2FT/hp-monitor-np447aaaba,HP,,LE1901wi,"HP LE1901wi 19.0"" 1440x900 Monitor",NP447AA#ABA,[],{},1440 x 900,,5 ms,,19,,,1,160° H x 160° V,Yes,19.0,5.0,0.0,0.0,"(16.0, 10.0)",162.247191011,"[16.1119677761, 10.0699798601]",16.1119677761,10.0699798601,0.0
16:9,,300.0,Yes,,"DC 100,000:1 (1,000:1)",,,1,,,16700000,,,No,Monitor,No,/product/gDR48d/viewsonic-monitor-vg2428wm,ViewSonic,,,"ViewSonic VG2428WM 24.0"" 1920x1080 Monitor",VG2428WM,[],{},1920 x 1080,,5 ms,,24,,,1,170° H x 160° V,Yes,24.0,5.0,0.0,0.0,"(16.0, 9.0)",246.12462908,"[20.917812891, 11.7662697512]",20.917812891,11.7662697512,0.0
16:10,,0.0,No,,,,,1,,,,,,No,Monitor,No,/product/XhW9TW/hp-monitor-794504606966,HP,,HP LA2205WG-NEW,"HP HP LA2205WG-NEW 22.0"" 1680x1050 60Hz Monitor",794504606966,[],{},1680 x 1050,60Hz,,,22,,,,,Yes,22.0,0.0,0.0,60.0,"(16.0, 10.0)",217.528089888,"[18.6559626881, 11.6599766801]",18.6559626881,11.6599766801,0.0
5:4,,250.0,No,,1000:1,,,,,,,,,No,Monitor,No,/product/6v9KHx/viewsonic-monitor-va705b,ViewSonic,,,"ViewSonic VA705b 17.0"" 1280x1024 Monitor",VA705b,[],{},1280 x 1024,,5 ms,,17,,,1,160° H x 160° V,No,17.0,5.0,0.0,0.0,"(5.0, 4.0)",140.975609756,"[13.2747697605, 10.6198158084]",13.2747697605,10.6198158084,0.0
16:9,,300.0,No,,1000:1,,,1,,,16000000,,1,No,Monitor,No,/product/zmMFf7/planar-monitor-sa2311w,Planar,,,"Planar SA2311W 23.0"" 1920x1080 120Hz Monitor",SA2311W,[],{},1920 x 1080,120Hz,2 ms,,23,,,1,160° H x 160° V,Yes,23.0,2.0,0.0,120.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.0
16:9,,250.0,No,,"DC 10,000,000:1 (1,000:1)",,,1,,,,,,No,Monitor,Yes,/product/LWQypg/viewsonic-monitor-va2033led,ViewSonic,,,"ViewSonic VA2033-LED 20.0"" 1600x900 Monitor",VA2033-LED,[],{},1600 x 900,,5 ms,,20,,,1,170° H x 160° V,Yes,20.0,5.0,0.0,0.0,"(16.0, 9.0)",170.919881306,"[17.4315107425, 9.80522479265]",17.4315107425,9.80522479265,0.0
16:9,,250.0,No,,"DC 10,000,000:1 (1,000:1)",,,1,,,,,,No,Monitor,Yes,/product/MPphP6/viewsonic-monitor-va2333led,ViewSonic,,,"ViewSonic VA2333-LED 23.0"" 1920x1080 Monitor",VA2333-LED,[],{},1920 x 1080,,5 ms,,23,,,1,170° H x 160° V,Yes,23.0,5.0,0.0,0.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.0
16:9,,200.0,No,,10000:1,,,,,,16700000,,,No,Monitor,No,/product/wMW9TW/aoc-monitor-931swl,AOC,,,"AOC 931SWL 18.5"" 1366x768 Monitor",931SWL,[],{},1366 x 768,,5 ms,,18.5,,,1,170° H x 160° V,Yes,18.5,5.0,0.0,0.0,"(16.0, 9.0)",146.243323442,"[16.1241474368, 9.0698329332]",16.1241474368,9.0698329332,0.0
16:9,,350.0,No,,,,,,,,,1,1,No,Monitor,Yes,/product/BcTrxr/dell-monitor-s2716dg,Dell,,,"Dell S2716DG 27.0"" 2560x1440 144Hz Monitor",S2716DG,"[598.99, 619.0]","{u'amazon': 598.99, u'bhphotovideo': 619.0}",2560 x 1440,144Hz,1 ms,,27,,Yes,,170° H x 160° V,Yes,27.0,1.0,608.995,144.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,1.95503081657
16:9,,250.0,Yes,,"DC 5,000,000 (1000:1)",,,1,,,16700000,,1,No,Monitor,Yes,/product/hs3RsY/sceptre-monitor-e246w1080p,Sceptre,,,"Sceptre E246W-1080P 23.6"" 1920x1080 Monitor",E246W-1080P,[],{},1920 x 1080,,2 ms,,23.6,,,1,170° H x 160° V,Yes,23.6,2.0,0.0,0.0,"(16.0, 9.0)",237.98884273,"[20.5691826761, 11.5701652553]",20.5691826761,11.5701652553,0.0
16:9,,250.0,No,,"DC 12,000,000:1 (1,000:1)",,,1,,,16700000,,1,No,Monitor,No,/product/HVvRsY/gateway-monitor-etvw3hp001,Gateway,,FHD2303Lbid,"Gateway FHD2303Lbid 23.0"" 1920x1080 Monitor",ET.VW3HP.001,[],{},1920 x 1080,,5 ms,,23,,,1,170° H x 160° V,Yes,23.0,5.0,0.0,0.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.0
16:9,,300.0,No,,1000:1,,,1,,,,,,Yes,Monitor,No,/product/gYDwrH/viewsonic-monitor-vp2365wb,ViewSonic,,VP2365wb,"ViewSonic VP2365wb 23.0"" 1920x1080 Monitor",VP2365WB,[248.66],{u'amazon': 248.66},1920 x 1080,,14 ms,,23,,,1,178° H x 178° V,Yes,23.0,14.0,248.66,0.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,1.10006327452
16:9,,300.0,Yes,,"DC 100,000:1(1000:1)",,,1,,,,,,No,Monitor,No,/product/FWQypg/viewsonic-monitor-va2231wm,ViewSonic,,VA2231WM,"ViewSonic VA2231WM 21.5"" 1920x1080 Monitor",VA2231wm,[],{},1920 x 1080,,5 ms,,21.5,,,1,170° H x 160° V,Yes,21.5,5.0,0.0,0.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.0
16:10,,300.0,Yes,,"DC 20,000:1 (1,000:1)",,,1,,,16200000,,,No,Monitor,No,/product/RpPfrH/viewsonic-monitor-vx2268wm,ViewSonic,,,"ViewSonic VX2268WM 22.0"" 1680x1050 120Hz Monitor",VX2268WM,[],{},1680 x 1050,120Hz,,,22,,,1,170° H x 160° V,Yes,22.0,0.0,0.0,120.0,"(16.0, 10.0)",217.528089888,"[18.6559626881, 11.6599766801]",18.6559626881,11.6599766801,0.0
16:9,,300.0,No,,"DC 60,000:1 (1,200:1)",,,1,,,,,,No,Monitor,No,/product/9qZQzy/viewsonic-monitor-va2702w,ViewSonic,,,"ViewSonic VA2702w 27.0"" 1920x1080 Monitor",VA2702w,[],{},1920 x 1080,,3 ms,,27,,,1,170° H x 160° V,Yes,27.0,3.0,0.0,0.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,0.0
16:9,,250.0,Yes,,"DC 20,000,000:1(1000:1)",,,1,,,,,,No,Monitor,Yes,/product/7DR48d/viewsonic-monitor-vg2236wmled,ViewSonic,,VG2236wm-LED,"ViewSonic VG2236wm-LED 22.0"" 1920x1080 Monitor",VG2236WM-LED,[],{},1920 x 1080,,5 ms,,22,,,1,170° H x 160° V,Yes,22.0,5.0,0.0,0.0,"(16.0, 9.0)",206.81305638,"[19.1746618167, 10.7857472719]",19.1746618167,10.7857472719,0.0
16:10,,300.0,No,,1000:1,,,1,,,16700000,,,No,Monitor,No,/product/djrG3C/nec-monitor-p221wbk,NEC,,,"NEC P221W-BK 22.0"" 1680x1050 Monitor",P221W-BK,[],{},1680 x 1050,,8 ms,,22,,,1,178° H x 178° V,Yes,22.0,8.0,0.0,0.0,"(16.0, 10.0)",217.528089888,"[18.6559626881, 11.6599766801]",18.6559626881,11.6599766801,0.0
16:9,,250.0,Yes,,"DC 20,000,000:1 (3,000:1)",,,1,,,,1,,No,Monitor,Yes,/product/Pyn2FT/benq-monitor-bl2400pu,BenQ,,,"BenQ BL2400PU 24.0"" 1920x1080 Monitor",BL2400PU,[],{},1920 x 1080,,8 ms,,24,,,1,178° H x 178° V,Yes,24.0,8.0,0.0,0.0,"(16.0, 9.0)",246.12462908,"[20.917812891, 11.7662697512]",20.917812891,11.7662697512,0.0
16:9,,250.0,Yes,,"DC 20,000,000:1 (3,000:1)",,,1,,,,,2,No,Monitor,Yes,/product/JCR48d/benq-monitor-ew2420,BenQ,,,"BenQ EW2420 24.0"" 1920x1080 Monitor",EW2420,[],{},1920 x 1080,,25 ms,,24,,,1,178° H x 178° V,Yes,24.0,25.0,0.0,0.0,"(16.0, 9.0)",246.12462908,"[20.917812891, 11.7662697512]",20.917812891,11.7662697512,0.0
16:9,,350.0,Yes,,"ACM 100,000,000:1 (1000:1)",,,1,,,16700000,1,1,Yes,Monitor,Yes,/product/D7hj4D/acer-monitor-umkg7aa002,Acer,,G257HU smidpx,"Acer G257HU smidpx 25.0"" 2560x1440 60Hz Monitor",UM.KG7AA.002,"[233.99, 254.99, 269.99, 275.98, 266.99]","{u'pcmall': 266.99, u'newegg': 269.99, u'directron': 275.98, u'jet': 233.99, u'bhphotovideo': 254.99}",2560 x 1440,60Hz,4 ms,,25,,,,178° H x 178° V,Yes,25.0,4.0,260.388,60.0,"(16.0, 9.0)",267.06231454,"[21.7893884281, 12.2565309908]",21.7893884281,12.2565309908,0.9750084
16:10,,250.0,Yes,,"DC 12,000,000:1 (1,000:1)",,,1,,,,1,,No,Monitor,Yes,/product/vw4gXL/benq-monitor-bl2201pu,BenQ,,,"BenQ BL2201PU 22.0"" 1680x1050 Monitor",BL2201PU,[],{},1680 x 1050,,5 ms,,22,,,1,170° H x 160° V,Yes,22.0,5.0,0.0,0.0,"(16.0, 10.0)",217.528089888,"[18.6559626881, 11.6599766801]",18.6559626881,11.6599766801,0.0
16:9,,250.0,No,,3000:1,,,1,,,16700000,,1,No,Monitor,No,/product/mM9KHx/benq-monitor-vw2230h,BenQ,,,"BenQ VW2230H 21.5"" 1920x1080 Monitor",VW2230H,[],{},1920 x 1080,,4 ms,,21.5,,,1,178° H x 178° V,Yes,21.5,4.0,0.0,0.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.0
5:4,,250.0,Yes,,"DC 100,000:1(1,000:1)",,,1,,,,,,No,Monitor,No,/product/FJ3RsY/viewsonic-monitor-vg932m,ViewSonic,,VG932m,"ViewSonic VG932m 19.0"" 1280x1024 Monitor",VG932M,[],{},1280 x 1024,,5 ms,,19,,,1,170° H x 160° V,No,19.0,5.0,0.0,0.0,"(5.0, 4.0)",176.097560976,"[14.8365073794, 11.8692059035]",14.8365073794,11.8692059035,0.0
16:9,,250.0,No,,60000:1,,,,,,16700000,,,No,Monitor,No,/product/3cDwrH/aoc-monitor-2036s,AOC,,,"AOC 2036S 20.0"" 1600x900 Monitor",2036S,[],{},1600 x 900,,5 ms,,20,,,1,160° H x 160° V,Yes,20.0,5.0,0.0,0.0,"(16.0, 9.0)",170.919881306,"[17.4315107425, 9.80522479265]",17.4315107425,9.80522479265,0.0
16:9,,250.0,No,,"50,000,000:1(DCR)",,,1,,,16700000,,,No,Monitor,Yes,/product/kv9KHx/aoc-monitor-e2343fk,AOC,,E2343FK,"AOC E2343FK                                  23.0"" 1920x1080 Monitor",E2343FK,[],{},1920 x 1080,,5 ms,,23,,,1,,Yes,23.0,5.0,0.0,0.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.0
16:9,,300.0,No,,"DC 10,000,000:1 (1,000:1)",,,1,,,,,1,No,Monitor,Yes,/product/bs3RsY/benq-monitor-xl2410t,BenQ,,,"BenQ XL2410T 23.6"" 1920x1080 120Hz Monitor",XL2410T,[],{},1920 x 1080,120Hz,2 ms,,23.6,,,1,170° H x 160° V,Yes,23.6,2.0,0.0,120.0,"(16.0, 9.0)",237.98884273,"[20.5691826761, 11.5701652553]",20.5691826761,11.5701652553,0.0
16:9,,300.0,No,,DC 30000:1,,,1,,,16700000,,,No,Monitor,No,/product/fMW9TW/aoc-monitor-f22,AOC,,,"AOC F22 22.0"" 1920x1080 Monitor",F22,[],{},1920 x 1080,,5 ms,,22,,,1,170° H x 160° V,Yes,22.0,5.0,0.0,0.0,"(16.0, 9.0)",206.81305638,"[19.1746618167, 10.7857472719]",19.1746618167,10.7857472719,0.0
5:4,,250.0,No,,1000:1,,,,,,,,,No,Monitor,No,/product/LCR48d/compaq-monitor-em888aaaba,Compaq,,LE1911i,"Compaq LE1911i 19.0"" 1280x1024 Monitor",EM888AA#ABA,[],{},1280 x 1024,,5 ms,,19,,,1,160° H x 160° V,No,19.0,5.0,0.0,0.0,"(5.0, 4.0)",176.097560976,"[14.8365073794, 11.8692059035]",14.8365073794,11.8692059035,0.0
16:10,,250.0,No,,"DC 3,000:1 (1,000:1)",,,1,,,,1,,No,Monitor,No,/product/GBBv6h/compaq-monitor-nm360aaaba,Compaq,,LA1905wg,"Compaq LA1905wg 19.0"" 1440x900 Monitor",NM360AA#ABA,[],{},1440 x 900,,5 ms,,19,,,1,160° H x 160° V,Yes,19.0,5.0,0.0,0.0,"(16.0, 10.0)",162.247191011,"[16.1119677761, 10.0699798601]",16.1119677761,10.0699798601,0.0
16:9,,250.0,No,,"50,000,000:1",,,1,,,16000000,,,No,Monitor,Yes,/product/MfTmP6/aoc-monitor-e2043fk,AOC,,,"AOC e2043Fk 20.0"" 1600x900 Monitor",e2043Fk,[],{},1600 x 900,,5 ms,,20,,,1,,Yes,20.0,5.0,0.0,0.0,"(16.0, 9.0)",170.919881306,"[17.4315107425, 9.80522479265]",17.4315107425,9.80522479265,0.0
16:9,,350.0,Yes,,,,,,,,,1,2,Yes,Monitor,Yes,/product/c298TW/asus-monitor-mg279q,Asus,1,,"Asus MG279Q 27.0"" 2560x1440 144Hz Monitor",MG279Q,"[549.99, 549.99, 559.99, 609.0]","{u'newegg': 549.99, u'bestbuy': 549.99, u'superbiiz': 559.99, u'bhphotovideo': 609.0}",2560 x 1440,144Hz,4 ms,,27,Yes,,,178° H x 178° V,Yes,27.0,4.0,567.2425,144.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,1.82099453685
4:3,,300.0,No,,1000:1,,,1,,,16700000,,,No,Monitor,No,/product/c6W9TW/nec-monitor-lcd2190uxpbk,NEC,,,"NEC LCD2190UXp-BK 21.3"" 1600x1200 Monitor",LCD2190UXp-BK,[],{},1600 x 1200,,16 ms,,21.3,,,1,178° H x 178° V,No,21.3,16.0,0.0,0.0,"(4.0, 3.0)",217.7712,"[17.04, 12.78]",17.04,12.78,0.0
16:9,,250.0,Yes,,1000:1,,,1,,,,,,No,Monitor,Yes,/product/3TQypg/v7-monitor-led215w2dvi,V7,,,"V7 LED215W2-DVI 21.5"" 1920x1080 Monitor",LED215W2-DVI,[],{},1920 x 1080,,5 ms,,21.5,,,1,,Yes,21.5,5.0,0.0,0.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,0.0
16:9,,250.0,Yes,,"X-Contrast 8,000,000:1 / 1000:1 (Typical)",,,1,,,16700000,,,No,Monitor,Yes,/product/Ffbp99/hannspree-monitor-sl231dpb,Hannspree,,,"Hannspree SL231DPB 23.0"" 1920x1080 Monitor",SL231DPB,[],{},1920 x 1080,,5 ms,,23,,,1,170° H x 160° V,Yes,23.0,5.0,0.0,0.0,"(16.0, 9.0)",226.041543027,"[20.0462373539, 11.2760085115]",20.0462373539,11.2760085115,0.0
16:9,,200.0,No,,1000:1,,,,,,16700000,,,No,Monitor,Yes,/product/qFvRsY/samsung-monitor-s22c200ny,Samsung,,,"Samsung S22C200NY 21.5"" 1920x1080 Monitor",S22C200NY,[249.95],{u'neweggmkt': 249.95},1920 x 1080,,5 ms,,21.5,,,1,90° H x 65° V,Yes,21.5,5.0,249.95,0.0,"(16.0, 9.0)",197.519287834,"[18.7388740482, 10.5406166521]",18.7388740482,10.5406166521,1.2654460369
16:9,,250.0,Yes,,"X-Contrast 15,000:1 (1,000:1)",,,1,,,16700000,,,No,Monitor,No,/product/ypckcf/hannspree-monitor-hz201dpb,Hannspree,,,"Hannspree HZ201DPB 20.0"" 1600x900 Monitor",HZ201DPB,[],{},1600 x 900,,5 ms,,20,,,1,160° H x 160° V,Yes,20.0,5.0,0.0,0.0,"(16.0, 9.0)",170.919881306,"[17.4315107425, 9.80522479265]",17.4315107425,9.80522479265,0.0
16:10,,250.0,No,,600:1,,,,,,16200000,,,No,Monitor,No,/product/XsGkcf/hannspree-monitor-hw173abb,Hannspree,,HW-173ABB,"Hannspree HW-173ABB 17.0"" 1440x900 Monitor",HW173ABB,[],{},1440 x 900,,5 ms,,17,,,1,160° H x 150° V,Yes,17.0,5.0,0.0,0.0,"(16.0, 10.0)",129.887640449,"[14.4159711681, 9.00998198005]",14.4159711681,9.00998198005,0.0
16:9,,300.0,No,,"DC 10,000,000:1 (1000:1)",,,,,,,,1,Yes,Monitor,Yes,/product/tnkD4D/hp-monitor-nv24,HP,,,"HP NV24 23.8"" 1920x1080 60Hz Monitor",NV24,[],{},1920 x 1080,60Hz,7 ms,,23.8,,,1,178° H x 178° V,Yes,23.8,7.0,0.0,60.0,"(16.0, 9.0)",242.039643917,"[20.7434977836, 11.6682175033]",20.7434977836,11.6682175033,0.0
5:4,,250.0,No,,"DCR 5,000,000:1 (1000:1)",,,1,,,16700000,,,Yes,Monitor,Yes,/product/gb4gXL/lg-monitor-19mb35db,LG,,,"LG 19MB35D-B 19.0"" 1280x1024 60Hz Monitor",19MB35D-B,[139.99],{u'superbiiz': 139.99},1280 x 1024,60Hz,5 ms,,19,,,1,178° H x 178° V,No,19.0,5.0,139.99,60.0,"(5.0, 4.0)",176.097560976,"[14.8365073794, 11.8692059035]",14.8365073794,11.8692059035,0.794957063712
5:4,,300.0,No,,800:1,,,,,,,,,No,Monitor,No,/product/BmsKHx/hp-monitor-em886a8aba,HP,,L1711,"HP L1711 17.0"" 1280x1024 Monitor",EM886A8#ABA,[105.0],{u'neweggmkt': 105.0},1280 x 1024,,5 ms,,17,,,1,160° H x 160° V,No,17.0,5.0,105.0,0.0,"(5.0, 4.0)",140.975609756,"[13.2747697605, 10.6198158084]",13.2747697605,10.6198158084,0.744809688581
16:9,,300.0,No,,"ACM 100,000,000:1 (1000:1)",,,1,,,16700000,,,No,Monitor,Yes,/product/x7V48d/acer-monitor-umug5aa001,Acer,,G245HQLbd,"Acer G245HQLbd 23.6"" 1920x1080 60Hz Monitor",UM.UG5AA.001,[],{},1920 x 1080,60Hz,5 ms,,23.6,,,1,170° H x 160° V,Yes,23.6,5.0,0.0,60.0,"(16.0, 9.0)",237.98884273,"[20.5691826761, 11.5701652553]",20.5691826761,11.5701652553,0.0
256:135,,350.0,No,,,,,,,,,1,1,Yes,Monitor,Yes,/product/ZTCrxr/eizo-monitor-cg318bk,Eizo,,,"Eizo CG318-BK 31.1"" 4096x2160 Monitor",CG318-BK<br/>(or) CG318-4K-BK<br/>(or) CG318-4K,"[5174.99, 5739.0, 5739.0]","{u'newegg': 5174.99, u'pcmall': 5739.0, u'bhphotovideo': 5739.0}",4096 x 2160,,9 ms,,31.1,,,,178° H x 178° V,Yes,31.1,9.0,5550.99666667,0.0,"(256.0, 135.0)",399.073287091,"[27.5092929073, 14.5068536816]",27.5092929073,14.5068536816,13.9097174535
16:9,,300.0,Yes,,"80,000,000:1",,,1,,,,1,1,Yes,Monitor,Yes,/product/LVV48d/asus-monitor-pb278q,Asus,,,"Asus PB278Q 27.0"" 2560x1440 60Hz Monitor",PB278Q,"[359.99, 359.99, 384.99, 389.99, 394.98, 402.0, 399.99, 414.99]","{u'directron': 394.98, u'jet': 384.99, u'ncixus': 414.99, u'bestbuy': 359.99, u'bhphotovideo': 402.0, u'amazon': 359.99, u'newegg': 389.99, u'pcmall': 399.99}",2560 x 1440,60Hz,5 ms,,27,,,1,178° H x 178° V,Yes,27.0,5.0,388.365,60.0,"(16.0, 9.0)",311.50148368,"[23.5325395024, 13.2370534701]",23.5325395024,13.2370534701,1.2467516861
